Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Demo WebShop SmokeSuite Execution,Chrome 127.0.0.0,,,14-08-2024 08:37:46,14-08-2024 08:38:59,1m - 12.344s,PASSED
,,,,,,,
Test Cases/Registration/TC001_Verify that User is able to Register,Chrome 127.0.0.0,,,14-08-2024 08:37:47,14-08-2024 08:38:06,19.007s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 127.0.0.0,,,14-08-2024 08:37:47,14-08-2024 08:37:47,0.111s,PASSED
"openBrowser("""")",Chrome 127.0.0.0,,,14-08-2024 08:37:47,14-08-2024 08:37:50,2.954s,PASSED
navigateToUrl(appURL),Chrome 127.0.0.0,,,14-08-2024 08:37:50,14-08-2024 08:37:53,2.255s,PASSED
maximizeWindow(),Chrome 127.0.0.0,,,14-08-2024 08:37:53,14-08-2024 08:37:53,0.320s,PASSED
"click(findTestObject(""Object Repository/Registration/Page_Demo Web Shop/a_Register""))",Chrome 127.0.0.0,,,14-08-2024 08:37:53,14-08-2024 08:37:54,1.041s,PASSED
"click(findTestObject(""Object Repository/Registration/Page_Demo Web Shop. Register/input_Gender_Gender""))",Chrome 127.0.0.0,,,14-08-2024 08:37:54,14-08-2024 08:37:54,0.392s,PASSED
"setText(findTestObject(""Object Repository/Registration/Page_Demo Web Shop. Register/input_First name_FirstName""), ""Nitesh"")",Chrome 127.0.0.0,,,14-08-2024 08:37:54,14-08-2024 08:37:55,0.766s,PASSED
"myEmailAddress = ""thisismyaddress"" + System.nanoTime() + ""@test.com""",Chrome 127.0.0.0,,,14-08-2024 08:37:55,14-08-2024 08:37:55,0.086s,PASSED
"passWord = ""nitesh123""",Chrome 127.0.0.0,,,14-08-2024 08:37:55,14-08-2024 08:37:55,0.003s,PASSED
"setText(findTestObject(""Object Repository/Registration/Page_Demo Web Shop. Register/input_Last name_LastName""), ""TestAutomation"")",Chrome 127.0.0.0,,,14-08-2024 08:37:55,14-08-2024 08:37:56,0.999s,PASSED
"setText(findTestObject(""Object Repository/Registration/Page_Demo Web Shop. Register/input_Email_Email""), myEmailAddress)",Chrome 127.0.0.0,,,14-08-2024 08:37:56,14-08-2024 08:37:57,1.049s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Registration/Page_Demo Web Shop. Register/input_Password_Password""), ""M2QPTmdpEDqAc7bqT3oqOA=="")",Chrome 127.0.0.0,,,14-08-2024 08:37:57,14-08-2024 08:37:58,0.900s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Registration/Page_Demo Web Shop. Register/input_Confirm password_ConfirmPassword""), ""M2QPTmdpEDqAc7bqT3oqOA=="")",Chrome 127.0.0.0,,,14-08-2024 08:37:58,14-08-2024 08:37:59,0.975s,PASSED
"click(findTestObject(""Object Repository/Registration/Page_Demo Web Shop. Register/input__register-button""))",Chrome 127.0.0.0,,,14-08-2024 08:37:59,14-08-2024 08:38:01,2.233s,PASSED
"doubleClick(findTestObject(""Object Repository/Registration/Page_Demo Web Shop. Register/div_Your registration completed""))",Chrome 127.0.0.0,,,14-08-2024 08:38:01,14-08-2024 08:38:02,0.493s,PASSED
"click(findTestObject(""Object Repository/Registration/Page_Demo Web Shop. Register/div_Your registration completed""))",Chrome 127.0.0.0,,,14-08-2024 08:38:02,14-08-2024 08:38:02,0.346s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Registration/Page_Demo Web Shop. Register/registration_success_message""), 2)",Chrome 127.0.0.0,,,14-08-2024 08:38:02,14-08-2024 08:38:03,0.427s,PASSED
"confirmation = getText(findTestObject(""Object Repository/Registration/Page_Demo Web Shop. Register/registration_success_message""))",Chrome 127.0.0.0,,,14-08-2024 08:38:03,14-08-2024 08:38:03,0.434s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 127.0.0.0,,,14-08-2024 08:38:03,14-08-2024 08:38:03,0.006s,PASSED
log.logInfo(confirmation),Chrome 127.0.0.0,,,14-08-2024 08:38:03,14-08-2024 08:38:03,0.027s,PASSED
"log.logInfo(""LoginId: "" + myEmailAddress)",Chrome 127.0.0.0,,,14-08-2024 08:38:03,14-08-2024 08:38:03,0.030s,PASSED
"log.logInfo(""Password: "" + passWord)",Chrome 127.0.0.0,,,14-08-2024 08:38:03,14-08-2024 08:38:03,0.040s,PASSED
takeScreenshot(),Chrome 127.0.0.0,,,14-08-2024 08:38:03,14-08-2024 08:38:05,1.412s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,14-08-2024 08:38:05,14-08-2024 08:38:06,1.180s,PASSED
Start listener action : sampleAfterTestCase,Chrome 127.0.0.0,,,14-08-2024 08:38:06,14-08-2024 08:38:06,0.008s,PASSED
,,,,,,,
Test Cases/Login/TC002_Verify user is successfully login to the application,Chrome 127.0.0.0,,,14-08-2024 08:38:06,14-08-2024 08:38:14,8.688s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 127.0.0.0,,,14-08-2024 08:38:06,14-08-2024 08:38:06,0.025s,PASSED
"openBrowser("""")",Chrome 127.0.0.0,,,14-08-2024 08:38:06,14-08-2024 08:38:07,1.003s,PASSED
navigateToUrl(appURL),Chrome 127.0.0.0,,,14-08-2024 08:38:07,14-08-2024 08:38:09,2.056s,PASSED
maximizeWindow(),Chrome 127.0.0.0,,,14-08-2024 08:38:09,14-08-2024 08:38:09,0.245s,PASSED
"click(findTestObject(""Object Repository/Login/Page_Demo Web Shop/a_Log in""))",Chrome 127.0.0.0,,,14-08-2024 08:38:09,14-08-2024 08:38:10,0.929s,PASSED
"setText(findTestObject(""Object Repository/Login/Page_Demo Web Shop. Login/input_Email_Email""), userID)",Chrome 127.0.0.0,,,14-08-2024 08:38:10,14-08-2024 08:38:11,0.790s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/Page_Demo Web Shop. Login/input_Password_Password""), ""M2QPTmdpEDqAc7bqT3oqOA=="")",Chrome 127.0.0.0,,,14-08-2024 08:38:11,14-08-2024 08:38:12,0.417s,PASSED
"click(findTestObject(""Object Repository/Login/Page_Demo Web Shop. Login/input_Forgot password_button-1 login-button""))",Chrome 127.0.0.0,,,14-08-2024 08:38:12,14-08-2024 08:38:13,1.434s,PASSED
"verifyElementText(findTestObject(""Login/Page_Demo Web Shop/a_niteshtestautomationabc.com""), ""niteshtestautomation@abc.com"")",Chrome 127.0.0.0,,,14-08-2024 08:38:13,14-08-2024 08:38:14,0.474s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 127.0.0.0,,,14-08-2024 08:38:14,14-08-2024 08:38:14,0.006s,PASSED
"log.logInfo(""Login Success"")",Chrome 127.0.0.0,,,14-08-2024 08:38:14,14-08-2024 08:38:14,0.009s,PASSED
takeScreenshot(),Chrome 127.0.0.0,,,14-08-2024 08:38:14,14-08-2024 08:38:14,0.395s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,14-08-2024 08:38:14,14-08-2024 08:38:14,0.456s,PASSED
Start listener action : sampleAfterTestCase,Chrome 127.0.0.0,,,14-08-2024 08:38:14,14-08-2024 08:38:14,0.002s,PASSED
,,,,,,,
Test Cases/Search/TC003_Verify that on searching valid keyword for product it should show all realted products,Chrome 127.0.0.0,,,14-08-2024 08:38:14,14-08-2024 08:38:21,6.198s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 127.0.0.0,,,14-08-2024 08:38:14,14-08-2024 08:38:14,0.002s,PASSED
"openBrowser("""")",Chrome 127.0.0.0,,,14-08-2024 08:38:15,14-08-2024 08:38:15,0.920s,PASSED
navigateToUrl(appURL),Chrome 127.0.0.0,,,14-08-2024 08:38:15,14-08-2024 08:38:17,1.970s,PASSED
maximizeWindow(),Chrome 127.0.0.0,,,14-08-2024 08:38:17,14-08-2024 08:38:18,0.254s,PASSED
"setText(findTestObject(""Object Repository/Search/Page_Demo Web Shop/input_You have no items in your shopping cart_q""), ""Camera"")",Chrome 127.0.0.0,,,14-08-2024 08:38:18,14-08-2024 08:38:19,0.813s,PASSED
"click(findTestObject(""Object Repository/Search/Page_Demo Web Shop/input_You have no items in your shopping ca_bc5dba""))",Chrome 127.0.0.0,,,14-08-2024 08:38:19,14-08-2024 08:38:20,1.065s,PASSED
"text = getText(findTestObject(""Search/Page_Demo Web Shop. Search/a_Digital SLR Camera 12.2 Mpixel""))",Chrome 127.0.0.0,,,14-08-2024 08:38:20,14-08-2024 08:38:20,0.311s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 127.0.0.0,,,14-08-2024 08:38:20,14-08-2024 08:38:20,0.002s,PASSED
"if (text.contains(""Camera""))",Chrome 127.0.0.0,,,14-08-2024 08:38:20,14-08-2024 08:38:20,0.018s,PASSED
takeScreenshot(),Chrome 127.0.0.0,,,14-08-2024 08:38:20,14-08-2024 08:38:20,0.398s,PASSED
closeBrowser(),Chrome 127.0.0.0,,,14-08-2024 08:38:20,14-08-2024 08:38:21,0.301s,PASSED
Start listener action : sampleAfterTestCase,Chrome 127.0.0.0,,,14-08-2024 08:38:21,14-08-2024 08:38:21,0.008s,PASSED
,,,,,,,
Test Cases/Homepage/TC004_Verify that all product categories are listed on Homepage,Chrome 127.0.0.0,,,14-08-2024 08:38:21,14-08-2024 08:38:27,6.689s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 127.0.0.0,,,14-08-2024 08:38:21,14-08-2024 08:38:21,0.006s,PASSED
"openBrowser("""")",Chrome 127.0.0.0,,,14-08-2024 08:38:21,14-08-2024 08:38:22,1.047s,PASSED
navigateToUrl(appURL),Chrome 127.0.0.0,,,14-08-2024 08:38:22,14-08-2024 08:38:24,1.941s,PASSED
maximizeWindow(),Chrome 127.0.0.0,,,14-08-2024 08:38:24,14-08-2024 08:38:24,0.289s,PASSED
"verifyElementPresent(findTestObject(""Homepage/Page_Demo Web Shop/div_Categories""), 0)",Chrome 127.0.0.0,,,14-08-2024 08:38:24,14-08-2024 08:38:24,0.340s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 127.0.0.0,,,14-08-2024 08:38:24,14-08-2024 08:38:24,0.002s,PASSED
